,,A,B.E.,CDS-PP,CH,IL,JPP,L,MAS,MPT,NC,PAN,PCP-PEV,PCTP/MRPP,PDR,PNR,PPD/PSD,PPM,PS,PTP,PURP,R.I.R.
1712,19529,42,297,434,56,18,,26,,,15,110,95,42,16,14,4358,18,2154,,,44
1713,15186,61,278,314,50,21,,22,,,17,106,151,55,14,14,2688,12,2657,,,49
1714,50306,271,2291,1119,299,212,,237,,,49,588,800,134,52,43,10010,35,9431,,,204
1801,5941,13,198,332,14,13,3,8,,3,1,42,120,27,5,2,1061,13,881,12,11,18
1802,9140,16,420,217,57,17,4,23,,8,10,102,77,30,13,15,1550,11,1514,6,13,18
1803,14406,29,348,442,46,32,1,19,,7,12,108,120,25,16,8,2816,19,2441,12,20,38
1804,16686,20,445,403,55,27,2,22,,12,2,171,135,47,23,9,2355,26,3882,16,14,150
1805,24122,52,1024,813,194,68,2,59,,8,12,236,444,75,32,15,4060,27,4784,11,20,99
1806,18132,93,651,379,102,35,5,51,,32,12,198,221,47,28,19,2733,19,3909,7,20,45
1807,10390,39,248,418,38,13,1,17,,6,3,86,111,32,15,9,1620,6,1694,8,10,29
1808,8655,18,375,217,25,14,2,16,,6,3,67,73,18,9,7,1494,6,1677,6,8,29
1809,12816,39,625,342,69,21,25,31,,9,13,183,202,32,15,5,1826,19,2405,5,17,48
1810,8883,26,395,329,34,23,3,22,,3,41,100,115,21,11,13,1914,10,1500,7,7,60
1811,7653,21,213,217,32,13,0,10,,0,4,55,92,27,18,7,1241,7,1700,6,10,21
1812,3000,6,88,73,3,4,0,4,,2,3,21,25,4,5,2,555,2,469,2,0,14
1813,10391,20,292,276,29,18,4,12,,8,3,70,63,23,11,4,1793,11,2477,8,7,47
1814,10530,36,420,254,43,27,5,26,,10,10,108,87,21,17,11,1874,10,1946,6,18,23
1815,6797,10,221,188,11,10,2,4,,7,4,53,52,23,9,3,1401,11,1086,3,11,47
1816,15327,48,614,386,52,44,2,33,,10,19,162,222,53,26,15,2703,19,3384,15,15,71
1817,13380,57,386,495,88,29,4,24,,10,7,97,113,30,18,21,2420,9,1698,7,5,58
1818,5399,16,96,216,9,1,1,10,,2,2,38,17,6,6,7,1767,6,774,4,9,27
1819,5008,8,181,202,18,7,0,5,,2,4,45,37,21,6,6,970,4,901,6,7,29
1820,7344,16,232,225,37,14,0,24,,4,2,64,103,27,7,5,1359,2,1150,8,8,22
1821,25547,76,1213,839,123,62,7,80,,18,13,284,319,88,40,28,5175,37,4546,16,41,87
1822,6301,15,115,200,14,20,1,10,,2,1,52,55,7,7,4,1042,9,681,4,2,18
1823,93108,519,4824,2739,587,446,39,345,,82,133,1356,1194,193,104,102,18587,66,15487,57,83,299
1824,9105,22,332,260,41,16,5,20,,5,18,80,85,23,16,9,2057,7,1847,7,7,39
3101,12250,9,190,586,30,18,71,19,,8,5,68,44,21,10,7,3409,10,1265,43,23,54
3102,32651,99,641,1142,106,62,288,55,,98,28,268,336,111,72,28,6805,24,4103,178,111,209
3103,107028,310,3486,3080,383,553,1498,226,,189,87,1256,1613,361,209,75,19097,75,19716,515,304,505
3104,20844,37,517,329,75,35,375,24,,24,6,131,116,48,17,30,3054,18,4993,81,42,89
3105,9910,15,141,483,19,28,71,18,,12,5,52,36,15,4,10,2233,5,1270,29,24,38
3106,3056,1,20,45,6,7,8,4,,1,0,8,4,4,2,2,823,0,919,3,2,4
3107,13953,38,240,441,47,29,154,24,,32,11,115,101,47,19,7,3201,2,1745,57,133,60
3108,39398,95,1189,923,173,138,4518,88,,62,34,364,358,139,86,27,5737,22,5997,198,115,165
3109,7823,8,156,572,18,24,78,11,,17,3,39,47,27,9,10,1597,13,1145,42,19,28
3110,6074,10,119,159,10,9,41,5,,14,7,25,19,13,15,3,1417,6,838,17,19,28
3201,5157,8,107,92,44,19,23,6,,8,2,35,28,4,0,3,858,5,1382,22,9,5
4101,5502,17,184,36,10,11,,18,2,6,,45,44,7,3,4,450,5,837,2,,
4201,12899,39,367,160,31,28,,40,11,29,,147,77,28,6,11,922,14,1994,9,,
4202,4800,17,109,74,22,4,,14,7,7,,49,32,13,3,7,847,2,916,6,,
4203,64946,300,2240,900,217,236,,305,32,121,,789,533,155,32,96,6473,134,8669,53,,
4204,6428,8,161,96,17,12,,17,1,14,,78,27,16,1,8,537,8,1001,5,,
4205,28305,65,859,291,81,58,,77,11,45,,243,157,65,10,30,2995,45,3263,26,,
4206,10588,19,204,158,32,11,,23,3,16,,105,55,26,2,11,884,20,1367,4,,
4301,33299,125,1065,869,110,99,,108,15,32,,289,237,59,16,32,4323,32,5570,15,,
4302,19308,39,439,376,71,37,,29,3,21,,113,98,35,8,22,2031,19,2830,6,,
4401,4018,2,60,40,17,11,,7,4,4,,13,15,5,1,4,580,3,955,2,,
4501,3716,13,78,137,5,1,,2,3,4,,27,40,16,0,6,469,3,503,2,,
4502,4983,24,75,359,8,2,,9,1,2,,36,273,30,2,5,461,2,730,1,,
4601,4479,10,115,50,8,5,,6,4,2,,40,39,6,3,5,712,6,724,2,,
4602,5911,18,98,64,14,5,,12,3,1,,48,49,13,2,8,979,8,790,3,,
4603,3242,7,77,50,13,2,,10,4,6,,31,22,8,1,4,397,4,526,1,,
4701,13042,19,439,297,31,39,,31,5,13,,130,235,30,10,13,1898,43,2118,8,,
4801,1295,4,44,20,3,3,,2,1,1,,14,32,5,0,1,132,3,255,0,,
4802,1865,6,42,34,18,4,,4,2,2,,18,73,10,0,1,158,3,339,0,,
4901,328,0,5,3,1,0,,0,0,0,,0,7,1,0,0,1,64,85,0,,
010103,3729,17,145,71,11,13,1,8,,2,6,38,27,3,3,4,710,1,586,5,4,15
010109,2840,12,119,190,6,18,0,3,,3,2,28,22,5,1,2,833,2,251,2,1,8
010112,3008,6,150,76,16,9,1,10,,5,1,36,48,10,6,8,446,2,570,9,2,4
010119,4329,10,216,91,15,13,3,12,,5,5,51,111,16,2,4,591,1,949,2,6,9
010121,12178,33,601,288,56,59,5,42,,9,13,156,200,30,12,11,2172,5,2461,9,14,35
010122,2985,11,111,73,15,8,1,6,,4,4,24,25,5,5,0,584,0,507,2,5,5
010123,1360,2,59,52,6,1,2,0,,1,2,16,11,2,1,0,318,1,241,1,1,7
010124,5374,17,315,123,23,14,5,15,,10,4,68,86,21,5,3,872,1,1165,10,4,19
010125,2015,6,94,105,14,13,0,6,,2,0,30,23,10,2,5,402,0,477,3,1,10
010126,4086,17,213,139,16,15,4,16,,4,1,37,92,16,4,3,700,0,860,3,3,12
010127,793,2,45,44,0,1,1,3,,0,1,5,13,1,1,1,126,0,142,3,1,0
010202,2050,5,76,101,15,4,2,5,,2,2,27,11,7,2,2,317,0,396,0,1,6
010203,1824,4,95,98,6,2,0,2,,0,1,25,50,7,3,2,250,1,386,0,3,3
010204,4961,12,206,353,23,19,7,17,,3,2,57,61,16,5,3,941,3,840,3,5,17
010206,1473,3,71,157,7,7,0,5,,3,1,17,22,4,4,0,264,1,252,3,1,10
010209,9703,27,506,557,45,47,5,33,,12,12,186,135,21,16,13,1667,4,1451,16,9,33
010210,2532,3,143,175,13,13,1,7,,2,3,32,26,6,5,3,511,0,423,4,3,18
010304,1106,9,44,29,4,6,0,5,,1,0,13,10,5,2,1,216,2,177,0,1,5
010305,1897,6,49,65,8,9,1,4,,2,1,19,17,1,1,2,567,3,189,3,5,7
010307,2184,10,101,53,11,8,3,7,,2,1,27,32,3,1,4,476,4,334,3,1,4
010309,3648,22,147,112,44,12,0,13,,5,1,50,83,16,4,3,685,3,508,5,4,12
010310,2229,12,95,48,9,13,1,9,,3,1,21,24,7,5,5,449,2,324,1,7,9
010312,1553,0,50,21,1,12,0,3,,1,1,15,13,4,1,1,254,1,308,3,1,8
010313,2739,3,65,92,7,18,0,2,,0,2,19,8,4,3,4,742,3,261,2,10,13
010316,2516,8,102,117,20,9,1,7,,1,2,40,18,11,3,2,604,1,336,1,3,8
010317,5681,28,281,184,30,38,2,24,,6,7,103,105,19,3,5,1054,2,953,0,6,20
010318,3066,9,116,62,11,22,0,10,,2,4,40,33,6,4,1,593,3,554,2,1,14
010402,972,1,24,45,2,1,1,1,,0,0,5,4,3,1,1,259,0,172,2,0,8
010407,1142,8,64,57,6,5,0,0,,2,2,22,22,4,2,2,260,3,213,1,6,23
010409,1890,5,58,78,0,7,2,4,,1,1,27,7,4,0,0,477,1,386,3,0,22
010411,1202,1,47,54,1,5,1,1,,0,3,10,13,3,0,1,327,1,200,0,1,6
010413,997,2,25,67,5,4,0,0,,1,2,8,4,4,1,2,289,0,158,2,0,7
010414,1125,2,30,45,0,6,0,5,,0,1,10,10,6,0,1,234,3,255,0,1,13
010415,1414,3,56,87,5,2,0,5,,1,2,17,20,3,3,2,345,6,216,4,0,15
010416,2022,3,66,124,4,8,0,4,,1,3,20,22,7,3,6,432,3,350,2,2,17
010417,621,1,21,21,0,1,0,0,,0,0,6,7,1,0,0,151,1,90,0,0,3
010418,1052,2,31,55,4,5,1,5,,2,1,13,7,3,0,7,213,0,169,1,1,12
010419,889,2,29,42,1,5,1,3,,0,2,6,4,0,0,2,230,6,141,1,0,6
010420,449,2,17,21,1,3,0,1,,1,0,1,5,0,2,2,120,5,89,0,1,9
010421,4736,9,185,155,10,31,1,18,,1,2,42,75,8,6,3,1007,8,904,3,4,34
010422,276,0,5,1,2,0,0,0,,0,0,0,2,0,0,1,28,0,59,1,0,4
010423,1004,3,36,60,1,3,2,2,,0,0,2,7,4,0,1,222,3,126,2,1,18
010424,212,0,2,9,0,0,0,0,,0,0,2,3,0,0,0,58,0,38,0,0,0
010501,8447,55,489,280,56,62,4,66,,5,9,188,132,24,5,11,1545,4,1361,5,12,21
010502,6139,38,475,147,46,29,5,32,,7,9,114,113,22,6,9,874,3,1175,2,6,23
010505,11951,72,869,287,80,78,5,82,,15,12,270,270,46,11,17,1604,5,2174,10,8,34
010508,4191,31,247,151,24,20,0,15,,4,10,72,44,4,3,7,882,1,553,5,4,12
010510,4510,43,324,204,30,40,6,27,,15,10,100,76,11,7,4,873,3,724,2,5,22
010511,860,4,34,18,2,1,0,2,,0,0,9,23,5,0,1,74,1,200,0,0,2
010513,7220,43,459,198,46,47,2,29,,11,5,165,136,19,6,14,1280,4,1230,7,14,23
010515,5502,29,326,181,40,30,3,26,,3,8,104,87,13,1,5,744,4,998,3,6,23
010516,4007,19,214,213,17,5,2,7,,4,5,48,20,13,1,6,914,2,419,5,5,8
010517,18014,125,1404,623,88,192,5,198,,18,16,414,485,36,9,12,3346,12,3214,7,19,39
010602,1201,1,36,11,3,3,1,1,,1,0,20,10,1,0,1,233,1,337,0,4,16
010606,1091,1,36,20,1,2,2,0,,3,1,15,6,4,0,1,181,0,266,0,1,29
010607,2078,0,56,27,2,6,1,1,,0,3,18,17,4,0,0,482,2,478,1,2,29
010608,1653,0,62,28,2,1,1,1,,3,1,13,12,3,1,1,480,0,353,0,3,33
010610,3930,7,219,27,9,14,2,12,,6,1,45,57,9,0,2,573,2,950,0,5,67
010611,4146,5,157,56,7,9,2,5,,2,0,55,34,13,2,3,916,1,1004,1,7,86
010702,10063,29,602,253,29,107,12,63,,12,21,196,329,21,6,13,2379,10,1749,2,13,29
010704,3106,8,203,38,7,64,1,8,,6,4,39,92,20,0,1,428,2,716,3,1,8
010705,5854,9,298,68,29,29,7,20,,2,6,101,211,31,4,13,665,0,1515,5,11,12
010706,10821,32,663,164,36,71,12,58,,18,25,191,329,47,9,8,2020,5,2460,8,13,44
010801,5300,14,285,135,23,28,2,24,,9,2,70,99,22,10,6,859,7,1084,14,5,11
010805,3769,8,158,79,19,10,0,6,,1,4,47,106,9,5,6,455,2,532,4,5,8
010806,3404,12,143,98,16,12,3,9,,3,2,44,45,13,2,5,681,1,580,2,3,10
010808,9081,44,482,164,32,50,0,33,,8,12,122,223,28,8,16,1483,2,1474,8,8,24
010809,2480,15,143,73,6,12,2,9,,3,0,31,66,4,3,3,470,1,462,3,5,7
010901,7442,19,386,209,21,78,1,26,,9,7,151,93,19,8,5,1646,3,1644,9,11,32
010902,5684,12,322,117,7,25,1,27,,6,2,99,74,17,6,4,862,3,1317,3,8,24
010904,2994,11,175,62,12,18,1,13,,5,3,57,35,10,4,2,539,3,673,3,2,16
010907,6915,18,445,105,21,47,2,14,,10,5,105,155,25,1,7,1154,1,1523,6,5,18
010908,3029,6,191,57,9,11,3,12,,2,5,55,45,6,0,4,539,2,640,3,3,9
010913,7744,19,466,152,24,48,2,29,,6,10,109,80,27,8,7,1341,3,1784,6,8,46
010914,3328,7,201,60,7,19,2,12,,6,6,48,31,17,3,11,515,1,880,2,5,20
010916,6442,16,487,99,20,62,2,27,,11,8,160,100,34,6,7,1172,3,1565,6,7,33
010917,5160,18,317,115,17,33,0,14,,10,4,83,92,19,7,22,976,4,1229,7,12,16
010918,3433,11,246,62,9,21,0,12,,4,1,71,164,23,4,3,553,2,834,3,4,15
010919,4355,8,297,141,10,34,5,22,,7,12,81,74,14,1,3,1006,2,868,4,7,13
010921,4369,11,294,101,11,31,1,12,,5,2,62,51,12,0,5,841,2,1045,5,5,15
010922,2937,8,91,98,5,16,1,7,,3,1,38,18,6,2,3,535,1,588,1,5,7
010924,3119,15,159,65,14,15,1,6,,4,2,60,42,9,3,7,600,2,654,1,2,21
010925,4477,8,312,97,6,62,4,6,,5,3,79,79,20,4,7,808,5,1104,4,9,20
010926,9479,25,664,155,49,65,3,31,,18,7,157,133,31,5,9,1502,0,2069,15,10,34
010932,3502,4,238,89,6,17,1,8,,4,2,44,86,14,1,1,578,2,822,4,1,16
010933,8738,20,390,193,22,35,1,22,,11,7,107,85,23,7,12,1586,4,1327,6,11,45
010934,9447,21,420,252,29,51,0,20,,10,6,129,84,23,9,7,1740,7,1683,18,8,55
010935,16883,41,1069,329,69,169,6,81,,19,18,359,269,50,8,23,3504,8,3380,17,20,81
010936,6057,11,335,177,11,19,2,25,,7,7,103,60,18,6,3,894,4,1519,6,5,21
011005,5163,22,234,127,25,20,4,17,,10,4,85,53,11,4,4,786,2,581,3,5,17
011006,13925,78,712,350,95,61,4,69,,28,15,279,234,35,10,24,2062,14,1997,17,18,34
011007,1658,5,70,35,8,2,0,1,,2,1,35,15,5,0,3,251,0,196,3,1,5
011008,15241,62,912,331,76,87,4,95,,18,12,304,254,36,17,19,2395,9,2479,5,14,44
011102,1894,2,120,23,6,5,0,6,,1,2,23,54,7,2,1,213,2,389,0,1,2
011103,2975,16,163,30,13,12,2,4,,3,4,35,58,6,3,4,342,1,609,2,2,8
011104,2267,9,182,27,12,2,1,6,,2,1,40,66,11,0,2,268,0,484,1,3,5
011106,3503,9,246,45,22,23,1,14,,7,2,55,141,16,5,6,343,4,820,2,4,11
011107,1656,3,87,17,4,4,0,1,,1,0,17,38,7,0,3,198,0,414,1,2,1
011109,5816,22,320,116,29,25,2,13,,5,8,83,118,12,5,7,884,4,1143,2,5,23
011201,2428,4,58,74,3,4,0,3,,3,2,25,27,10,6,3,570,2,282,2,4,12
011202,1547,2,44,20,7,3,0,4,,0,3,18,18,4,1,1,262,1,182,1,0,10
011203,3225,7,83,48,9,9,1,12,,4,0,30,28,8,3,0,606,0,310,3,1,12
011204,2696,7,91,82,13,13,1,4,,2,2,34,38,5,0,0,421,1,294,1,2,12
011301,3085,21,168,128,15,24,1,6,,1,5,53,41,10,5,6,695,4,645,4,2,22
011302,2746,7,155,74,10,12,5,10,,5,2,56,36,9,0,1,522,6,596,1,3,21
011303,2717,7,132,87,5,9,2,11,,4,1,39,35,9,2,3,546,0,504,7,5,23
011304,3183,9,139,91,10,6,1,16,,6,3,48,25,10,1,1,816,1,588,1,1,9
011305,1703,1,145,25,3,2,0,1,,1,2,37,55,4,2,0,289,3,431,0,1,4
011310,1781,5,89,71,4,2,2,9,,1,0,32,7,4,2,0,343,2,395,2,1,10
011315,1749,6,100,38,4,7,1,5,,1,1,28,19,3,1,1,328,1,447,1,0,10
011318,4563,9,284,93,16,20,1,9,,3,2,70,39,21,2,3,864,5,1075,5,6,29
011319,9354,26,536,173,35,52,4,29,,6,9,129,109,14,0,8,1286,9,2561,9,9,37
011320,4686,14,272,105,9,25,4,16,,4,10,105,84,22,12,3,828,5,1177,8,10,27
011321,18557,37,1149,456,47,78,4,53,,11,24,388,220,64,19,17,3278,11,3865,16,17,78
011322,6405,14,269,221,26,26,1,28,,4,8,94,49,9,2,4,1046,8,1245,5,12,27
011403,6804,32,268,394,61,44,2,20,,8,4,105,65,10,13,2,1450,3,735,5,6,22
011404,5724,11,228,295,31,32,2,15,,8,2,70,55,11,9,11,1110,2,658,5,7,22
011405,2436,9,68,151,18,12,0,5,,0,5,19,4,3,8,1,715,2,250,3,3,8
011407,5933,27,132,500,45,19,1,10,,4,3,54,44,6,5,10,1454,4,550,6,9,17
011502,3331,8,231,55,10,37,0,11,,4,1,65,61,11,1,2,645,1,812,4,1,8
011503,10892,38,702,147,33,76,7,39,,17,8,236,214,49,9,10,2276,6,2165,5,10,48
011504,3163,6,164,39,8,9,1,8,,2,2,50,79,10,1,0,481,0,738,1,2,13
011507,6079,5,313,75,11,19,2,15,,4,3,82,109,15,4,7,917,2,1234,2,11,17
011509,26956,91,1855,398,89,191,8,117,,26,21,505,918,109,15,20,4037,12,5422,21,23,90
011601,20047,50,1303,532,65,128,6,76,,17,29,391,450,61,18,17,3131,11,4550,8,23,73
011702,772,0,19,33,1,1,0,1,,0,1,3,2,3,0,2,268,0,113,3,0,0
011704,1650,10,103,100,13,6,0,5,,2,1,18,15,6,2,2,472,0,217,3,4,8
011705,1560,2,54,73,0,3,0,4,,2,0,14,19,2,2,3,349,0,239,1,1,10
011706,2446,17,88,198,17,11,1,8,,3,3,36,19,5,1,2,606,1,363,1,2,10
011708,1104,5,40,152,5,2,0,2,,0,0,6,9,2,2,1,265,0,206,0,1,2
011710,1317,4,42,113,9,4,0,2,,3,2,14,11,4,3,1,369,1,168,1,2,14
011711,2037,12,70,178,6,7,1,3,,1,1,21,22,5,2,1,406,2,346,3,5,9
011801,1930,6,47,148,11,10,0,4,,1,3,21,7,3,3,1,628,0,119,3,0,4
011804,3058,9,77,78,8,10,0,10,,3,2,38,26,2,2,0,536,0,202,2,1,4
011805,1630,6,37,160,10,4,0,4,,0,1,15,8,1,1,2,442,0,117,0,0,2
011807,2661,11,87,135,11,10,1,7,,6,1,25,18,9,3,3,594,1,289,1,0,7
011810,2011,4,39,123,8,8,3,3,,3,1,21,7,2,4,2,554,2,123,1,0,6
011812,2233,6,43,111,7,6,2,5,,1,4,13,6,2,1,1,732,0,115,0,0,8
011813,2754,17,63,187,7,10,1,6,,4,0,22,10,3,2,2,814,0,188,2,1,11
011814,5701,28,278,291,26,23,0,16,,6,5,109,58,6,6,6,1407,6,703,7,5,22
011901,1356,2,34,183,3,0,2,1,,0,2,3,10,2,1,1,265,0,186,0,1,6
011902,6528,30,385,626,24,36,1,38,,10,5,110,74,19,21,3,1155,2,1090,6,4,38
011903,1301,4,70,99,11,5,0,5,,2,1,12,14,3,0,1,289,1,180,5,2,13
011905,905,3,32,154,1,1,0,1,,1,1,5,6,2,1,2,206,1,114,1,0,3
011906,4181,11,237,297,23,16,0,18,,4,2,81,57,10,1,2,626,4,959,5,6,27
011907,1594,0,92,111,6,1,0,7,,3,1,20,16,5,0,3,261,1,369,1,2,13
011910,4824,19,307,347,13,21,3,18,,8,2,79,74,14,2,9,911,4,987,8,7,37
020102,837,1,32,9,9,0,,1,,0,0,4,164,10,1,0,35,0,176,0,,
020103,745,1,32,5,5,1,,2,,5,0,8,126,5,1,1,23,0,192,1,,
020104,1265,0,41,8,12,0,,3,,2,1,5,196,15,0,1,51,1,379,0,,
020106,5293,10,277,39,37,5,,14,,3,5,67,1005,46,2,7,165,2,1005,2,,
020203,568,0,39,5,4,1,,0,,2,0,1,32,2,0,1,39,1,122,0,,
020205,537,0,18,13,2,1,,0,,1,1,1,32,2,2,1,45,1,172,1,,
020206,403,1,19,2,1,0,,0,,1,0,1,5,4,0,1,50,0,110,0,,
020208,495,0,28,4,3,6,,1,,1,0,8,34,2,1,0,36,0,139,0,,
020209,3419,8,246,49,17,6,,12,,7,3,38,163,17,2,7,352,2,842,7,,
020210,818,0,38,13,2,0,,3,,2,0,5,33,3,1,1,78,0,205,0,,
020301,942,2,48,9,30,4,,3,,0,0,10,120,11,0,5,91,0,152,0,,
020302,961,1,30,9,17,1,,11,,3,0,10,93,12,2,1,49,0,220,0,,
020401,1330,2,49,41,15,0,,2,,5,2,8,156,7,0,0,80,3,263,0,,
020502,759,0,45,2,6,0,,2,,0,0,4,192,14,0,0,14,1,119,0,,
020503,1150,2,44,8,11,1,,2,,1,0,6,144,10,0,1,84,1,292,0,,
020504,1159,4,33,5,9,1,,1,,0,0,11,208,8,0,3,21,0,243,0,,
020506,1419,1,62,10,17,3,,2,,4,1,7,205,17,1,1,54,0,296,0,,
020510,557,1,29,5,7,0,,1,,0,0,5,121,5,0,2,16,0,136,0,,
020516,450,1,36,7,6,1,,0,,3,0,5,33,3,0,2,16,0,125,0,,
020519,781,2,22,4,7,0,,1,,2,0,2,127,12,0,1,30,1,165,1,,
020520,8823,23,527,124,139,40,,57,,7,14,111,895,33,3,12,798,7,1442,4,,
020521,11656,43,657,219,168,39,,66,,10,12,172,1278,49,7,31,1351,12,2163,2,,
020522,1058,4,37,10,11,3,,2,,0,1,8,189,11,1,0,41,0,250,0,,
020523,766,0,30,3,9,1,,0,,1,1,5,136,8,0,0,23,0,171,0,,
020524,462,0,27,3,13,5,,4,,0,0,5,61,4,0,1,12,0,99,1,,
020603,565,1,16,10,2,2,,0,,1,0,3,106,10,0,0,22,0,109,1,,
020604,752,3,39,7,0,0,,0,,2,0,6,120,9,0,0,15,3,203,2,,
020605,285,1,13,1,1,0,,0,,0,1,1,54,8,0,0,13,0,69,1,,
020606,4524,13,297,43,29,17,,18,,5,3,65,556,25,2,5,287,5,1006,1,,
020701,2563,5,107,36,27,12,,8,,2,1,44,432,29,2,3,158,1,557,1,,
020702,463,0,11,3,5,0,,2,,1,0,3,100,5,0,0,10,0,105,0,,
020703,337,1,10,2,2,0,,2,,0,0,2,62,3,0,0,15,1,101,0,,
020704,415,0,13,2,1,0,,2,,0,0,3,80,5,0,0,14,0,94,0,,
020803,1089,1,40,8,8,4,,1,,2,0,9,182,10,0,0,33,0,325,0,,
020804,423,0,18,8,3,0,,3,,1,0,4,25,3,0,0,20,0,140,0,,
020807,978,1,55,10,7,1,,2,,2,2,11,83,9,0,1,48,0,272,1,,
020808,4052,5,211,35,31,7,,7,,3,4,57,445,34,5,6,271,3,746,3,,
020901,646,0,5,7,1,1,,0,,3,0,3,103,6,0,0,38,1,156,0,,
020902,749,1,32,2,3,3,,1,,1,2,5,89,7,0,1,19,0,202,0,,
020903,286,2,3,2,0,1,,0,,0,0,0,40,2,0,0,12,0,84,0,,
020904,2311,6,140,16,12,1,,12,,1,1,18,358,12,1,2,124,3,623,1,,
020905,665,3,22,6,0,0,,1,,0,1,2,89,5,1,0,44,0,149,0,,
020906,481,1,12,2,2,2,,2,,0,0,3,101,4,1,2,20,1,93,0,,
020910,860,0,18,2,2,1,,0,,1,0,4,121,4,1,0,44,5,240,1,,
021001,1959,1,54,21,19,2,,5,,2,0,12,250,16,0,6,65,2,292,0,,
021002,723,0,8,13,48,0,,0,,0,0,4,16,0,1,3,51,1,160,0,,
021008,814,1,22,8,15,2,,0,,0,1,2,92,8,0,0,13,0,194,0,,
021009,7294,6,267,98,130,4,,13,,5,1,33,581,27,4,13,466,4,1410,2,,
021010,1468,2,29,19,33,0,,1,,3,1,4,144,20,1,0,58,4,296,1,,
021102,690,1,29,5,0,0,,2,,1,0,9,84,9,1,0,26,0,173,2,,
021103,789,0,50,12,6,1,,0,,6,2,5,36,6,0,3,54,2,246,0,,
021106,1585,3,86,18,15,4,,4,,0,3,11,178,8,2,0,112,0,360,4,,
021107,724,1,23,9,1,2,,1,,1,2,5,41,6,1,0,50,0,246,1,,
021111,4278,16,260,43,56,15,,23,,13,12,81,217,22,12,13,354,3,751,5,,
021115,289,0,12,1,3,0,,2,,2,1,2,64,6,1,0,23,0,57,1,,
021116,1263,4,106,8,12,3,,6,,2,2,37,115,14,3,4,67,0,360,0,,
021117,994,3,57,23,7,4,,2,,0,0,11,49,3,5,2,123,1,186,0,,
021118,814,0,57,10,1,3,,4,,0,1,8,83,2,0,5,57,1,219,0,,
021119,596,0,25,9,2,0,,0,,4,0,7,47,3,0,0,50,1,207,1,,
021120,2528,5,151,27,16,7,,9,,3,4,25,279,16,2,3,247,2,579,5,,
021121,4447,11,284,55,31,16,,26,,16,9,64,310,39,7,11,269,1,1203,7,,
021122,818,0,41,16,5,2,,3,,3,4,8,125,7,8,1,64,0,195,1,,
021203,2359,4,107,23,22,5,,3,,5,2,29,161,7,2,4,341,2,515,2,,
021206,645,3,16,5,7,2,,1,,0,1,6,11,3,1,0,119,1,157,2,,
021207,818,0,25,6,6,0,,3,,1,0,3,79,7,0,2,98,2,207,0,,
021208,502,0,14,12,6,1,,0,,0,0,5,68,4,0,1,44,0,156,0,,
021302,839,0,29,6,11,1,,1,,0,0,4,121,7,0,1,27,0,167,0,,
021303,2246,2,69,20,28,7,,5,,1,0,10,658,22,1,1,68,0,284,1,,
021307,1190,1,29,16,6,1,,2,,1,1,14,212,14,0,3,58,0,329,0,,
021308,5116,18,222,100,63,13,,14,,5,8,56,491,22,10,7,418,3,979,4,,
021309,3354,7,88,45,32,3,,8,,4,3,21,709,31,0,12,188,5,477,1,,
021401,903,1,31,1,8,0,,0,,0,0,4,160,10,1,0,14,0,174,1,,
021402,682,2,21,6,3,0,,3,,1,1,5,64,6,0,1,20,3,168,0,,
021403,2413,6,76,29,27,7,,2,,3,3,22,211,12,0,2,201,1,482,1,,
021404,750,3,37,8,1,3,,3,,2,0,12,105,8,1,2,38,1,180,0,,
030102,702,1,32,31,2,2,0,1,1,1,1,8,6,3,2,1,187,1,116,0,0,3
030104,709,3,28,36,8,5,1,3,0,0,1,11,8,2,3,1,117,0,141,0,0,4
030105,796,2,26,29,4,0,0,2,1,2,1,10,11,6,1,2,177,1,180,0,0,5
030107,717,1,18,33,4,2,0,1,0,1,1,8,8,1,0,0,149,1,143,0,1,1
030108,503,4,12,22,4,2,0,6,0,0,2,5,1,0,1,0,119,0,91,0,0,5
030111,640,0,31,30,2,3,1,2,0,1,0,6,14,4,1,1,176,0,102,0,0,3
030112,563,3,22,24,1,2,0,0,0,1,0,3,2,2,1,1,147,1,105,0,0,5
030113,1745,5,90,52,14,14,1,5,0,5,0,25,29,3,0,1,288,1,394,1,2,7
030118,1035,5,26,43,6,0,0,7,0,2,1,18,17,3,1,0,244,0,204,0,0,7
030119,743,0,18,21,4,1,0,1,1,2,3,9,12,3,2,4,173,0,153,0,1,2
030120,464,0,11,14,7,1,1,1,0,1,1,1,11,1,0,0,133,0,95,0,0,3
030125,2581,7,103,44,17,10,2,10,1,5,5,26,51,5,4,4,451,0,570,2,0,13
030126,1068,0,32,45,9,0,0,4,0,0,2,12,8,1,0,2,278,0,215,0,4,0
030127,4140,13,150,98,24,20,1,27,5,6,4,72,79,8,5,7,728,3,866,0,2,11
030128,566,0,17,26,1,1,1,1,2,1,0,11,7,1,1,0,139,1,96,0,0,4
030129,541,0,12,40,6,2,1,0,0,0,1,2,5,0,1,1,165,0,72,0,0,2
030201,1793,6,118,48,7,12,3,12,3,2,1,28,21,4,1,5,484,1,394,2,1,7
030202,755,2,35,17,2,2,1,4,2,2,0,8,12,2,1,1,130,0,187,1,2,8
030203,649,0,39,29,4,5,0,3,3,2,2,14,14,2,2,0,166,0,144,2,1,3
030205,897,2,46,18,1,3,0,5,1,2,0,16,13,1,0,2,238,1,206,1,0,4
